Pathogens,Kingdom,Citation1,Citation2,Citation3,Former Species Name
Francisella,,"Mascarelli P. E., Tartara G. P., Pereyra N. B., Maggi R. G. Detection of Mycoplasma haemocanis, Mycoplasma haematoparvum, Mycoplasma suis and other vector-borne pathogens in dogs from C??rdoba and Santa F??, Argentina. (2016) Parasites & Vestors, 9(642)",,,
Fusobacterium canifelinum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Fusobacterium nucleatum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Geotrichium,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Geotrichum candidum,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Giardia,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Glaesserella parasuis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",Haemophilus parasuis
Haemophilus ducreyi,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Haemophilus influenzae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Helcococcus kunzii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Helicobacter,,"Kubota-Aizawa, Sanae, et al. Epidemiological study of gastric Helicobacter spp. in dogs with gastrointestinal disease in Japan and diversity of Helicobacter heilmannii sensu stricto.? The Veterinary Journal.? 225 (2017): 56-62.",,,
Helicobacter cinaedi,,"Kubota-Aizawa, Sanae, et al. Epidemiological study of gastric Helicobacter spp. in dogs with gastrointestinal disease in Japan and diversity of Helicobacter heilmannii sensu stricto.? The Veterinary Journal.? 225 (2017): 56-62.",,,
Helicobacter pylori,,"Kubota-Aizawa, Sanae, et al. Epidemiological study of gastric Helicobacter spp. in dogs with gastrointestinal disease in Japan and diversity of Helicobacter heilmannii sensu stricto.? The Veterinary Journal.? 225 (2017): 56-62.",,,
Histoplasma capsulatum,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Histoplasma duboisii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Hortaea werneckii,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Keratinomyces ajelloi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Klebsiella aerogenes,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Klebsiella oxytoca,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Kocuria kristinae,,"Dunn, Ryan, Sara Bares, and Michael Z. David. Central venous catheter-related bacteremia caused by Kocuria kristinae: case report and review of the literature.? Annals of clinical microbiology and antimicrobials.? 10.1 (2011): 31.",,,
Lacazia loboi,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Lawsonia intracellularis,"ferret, rabbit","Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Carpenter, James W., and Chris Marion.? Exotic Animal Formulary-E-Book. Elsevier Health Sciences, 2017.","Wallach, Joel D., and William J. Boever.? Diseases of exotic animals. Medical and surgical management. WB Saunders Co., 1983.","Ballard, Bonnie, and Ryan Cheek, eds.? Exotic animal medicine for the veterinary technician. John Wiley & Sons, 2016."
Leclercia,,"Jung, Hansol, et al. Unexpected Isolation of Leclercia Adecarboxylata in Dermatitis of a Dog.? The Korean Society of Veterinary Clinics 4.5 (2017): 381-383.",,,
Leclercia adecarboxylata,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Legionella,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Legionella pneumophila,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira,,"Jorge, S????rgio, et al. Human and animal leptospirosis in Southern Brazil: A five-year retrospective study.? Travel medicine and infectious disease? 18 (2017): 46-52.",,,
Leptospira borgpetersenii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira fainei,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira inadai,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira interrogans,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira kirschneri,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira noguchii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira santarosai,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leptospira weilii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc carnosum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc citreum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc fallax,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc garlicum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc gelidum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc holzapfelii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc inhae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc kimchii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc mesenteroides,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc miyukkimchii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc palmae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc pseudomesenteroides,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc rapi,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Leuconostoc suionicum,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Lichtheimia corymbifera,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Listeria,,"Pritchard, J.C., Jacob, M.E., Ward, T.J., Parsons, C.T., Kathariou, S., Wood, M.W. Listeria monocytogenes septicemia in an immunocompromised dog. (2016) Vet Clin Pathol 45.2: 254-259.",,,
Malassezia furfur? ,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Malassezia pachydermatis,,"Meason-Smith, C., Diesel, A., Patterson, A. P., Older, C. E., Mansell, J. M., Suchodolski, J. S., & Rodrigues Hoffmann, A. What is living on your dog's skin? Characterization of the canine cutaneous mycobiota and fungal dysbiosis in canine allergic dermatitis. (2015) FEMS Microbiology Ecology, 91(12):fiv139",,,
Melissococcus plutonius,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.","Williams, Elizabeth S., and Ian K. Barker, eds.? Infectious diseases of wild mammals. John Wiley & Sons, 2008.",
Micrococcus luteus,,"Carpenter, James W., and Chris Marion.? Exotic Animal Formulary-E-Book. Elsevier Health Sciences, 2017.","Wallach, Joel D., and William J. Boever.? Diseases of exotic animals. Medical and surgical management. WB Saunders Co., 1983.","Ballard, Bonnie, and Ryan Cheek, eds.? Exotic animal medicine for the veterinary technician. John Wiley & Sons, 2016.","Jepson, Lance.? Exotic animal medicine: a quick reference guide. Elsevier Health Sciences, 2015."
Microsporum audouinii,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Microsporum cookie,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum distortum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum duboisii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum equinum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum felineum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum ferrugineum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum fulvum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum gypseum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum langeronii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum lanosum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum obesum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum persicolor,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum rivalierii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Microsporum vanbreuseghemii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Monocillium indicum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Moraxella catarrhalis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Morganella,,"de Abreu Pereira, Juliana, et al. Urinary infection by Morganella morganii in a young dog affected by ectopic ureter.? Acta Veterinaria Brasilica? 10.3 (2016): 273-277.",,,
Mucor indicus,,"Greene, Craig E.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Mycobacterium leprae,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Mycobacterium malmoense,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Mycobacterium microti,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,
Mycobacteroides abscessus,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium abscessus
Mycobacteroides chelonae,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium chelonae
Mycolicibacterium aubagnense,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,Mycobacterium aubagnense
Mycolicibacterium fortuitum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium fortuitum
Mycolicibacterium goodii,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium goodii
Mycolicibacterium peregrinum,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium perigrinum
Mycolicibacterium phlei,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium phlei
Mycolicibacterium smegmatis,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium smegmatis
Mycolicibacterium thermoresistibile,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium thermoresistible
Mycolicibacterium wolinskyi,,"Muller and Kirk's small animal Dermatology, 7th edition Elsevier",,,Mycobacterium wolinskyi
MYCOPLAMSA PULMONIS,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Mycoplasma agassizii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Mycoplasma genitalium,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Mycoplasma hominis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Mycoplasma pneumoniae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Nannizziopsis infrequens,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neisseria,,"Xiong, Jianhui, Sigmund Krajden, Julianne V. Kus, Prasad Rawte, John Blondal, Mark Downing, Urszula Zurawska, and William Chapman. Bacteremia Due to Pasteurella dagmatisAcquired from a Dog Bite, with a Review of Systemic Infections and Challenges in Laboratory Identification.? Canadian Journal of Infectious Diseases and Medical Microbiology? 26, no. 5 (2015): 273-276.",,,
Neisseria flavescens,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neisseria gonorrhoeae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neisseria meningitidis,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neisseria mucosa,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neisseria shayeganii,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Neorickettsia helminthoeca,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Neorickettsia risticii,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Nocardia,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Nocardia brasiliensis,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Nocardia otitidiscaviarum,,"Greene, Craig E. Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,,
Ophidiomyces,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Orientia,,"Weitzel, Thomas, et al. Canine seroprevalence to Orientia species in southern Chile: A cross-sectional survey on the Chilo?? Island.? PloS one? 13.7 (2018): e0200362.",,,
Paenibacillus larvae,,"Bennett, John E., Raphael Dolin, and Martin J. Blaser.? Mandell, Douglas, and Bennett's Principles and Practice of Infectious Diseases E-Book. Elsevier health sciences, 2019.","Sykes, Jane E., and Craig E. Greene.? Infectious Diseases of the Dog and Cat-E-Book. Elsevier Health Sciences, 2013.",,
Pantoea,,"Walterson, A. M., & Stavrinides, J. (2015). Pantoea: insights into a highly versatile and diverse genus within the Enterobacteriaceae.? FEMS microbiology reviews,? 39(6), 968-984.",,,
